datetime,symbol,exchange,last_price,last_volume,bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,open_interest,volume
2024-01-01 00:00:07.000,BTCUSDT,BINANCE_USDT,30002.36,0.5619,30002.36,4.739,30003.86,2.398,0.0,116.80
2024-01-01 00:00:07.500,BTCUSDT,BINANCE_USDT,30001.76,0.2184,30000.26,4.502,30001.76,4.080,0.0,107.25
2024-01-01 00:00:08.000,BTCUSDT,BINANCE_USDT,29999.95,1.9566,29999.95,1.143,30001.45,3.675,0.0,138.85
2024-01-01 00:00:08.500,BTCUSDT,BINANCE_USDT,29999.83,1.2055,29999.83,1.134,30001.33,4.802,0.0,197.25
2024-01-01 00:00:09.000,BTCUSDT,BINANCE_USDT,30000.46,0.7078,29999.71,1.336,30001.21,2.620,0.0,103.35
2024-01-01 00:00:09.500,BTCUSDT,BINANCE_USDT,29998.37,1.5080,29998.37,3.109,29999.87,3.831,0.0,173.82
2024-01-01 00:00:10.000,BTCUSDT,BINANCE_USDT,29998.20,1.4951,29997.45,4.830,29998.95,2.094,0.0,158.64
2024-01-01 00:00:10.500,BTCUSDT,BINANCE_USDT,29999.12,0.9775,29998.37,1.893,29999.87,3.128,0.0,185.61
2024-01-01 00:00:11.000,BTCUSDT,BINANCE_USDT,30000.74,0.4480,29999.24,4.667,30000.74,2.652,0.0,162.36
2024-01-01 00:00:11.500,BTCUSDT,BINANCE_USDT,29997.99,0.3682,29997.99,2.534,29999.49,4.420,0.0,120.41
2024-01-01 00:00:12.000,BTCUSDT,BINANCE_USDT,29999.22,0.1544,29998.47,0.773,29999.97,0.933,0.0,186.23
2024-01-01 00:00:12.500,BTCUSDT,BINANCE_USDT,29997.47,0.5717,29997.47,3.702,29998.97,2.544,0.0,112.16
2024-01-01 00:00:13.000,BTCUSDT,BINANCE_USDT,29998.73,1.4655,29997.23,0.891,29998.73,1.945,0.0,191.29
2024-01-01 00:00:13.500,BTCUSDT,BINANCE_USDT,29998.27,1.5920,29998.27,3.216,29999.77,3.338,0.0,132.08
2024-01-01 00:00:14.000,BTCUSDT,BINANCE_USDT,29997.69,1.8882,29996.94,2.314,29998.44,2.403,0.0,127.97
2024-01-01 00:00:14.500,BTCUSDT,BINANCE_USDT,29999.06,1.2844,29997.56,3.094,29999.06,4.735,0.0,193.06
2024-01-01 00:00:15.000,BTCUSDT,BINANCE_USDT,29999.27,1.6975,29997.77,4.377,29999.27,3.316,0.0,164.26
2024-01-01 00:00:15.500,BTCUSDT,BINANCE_USDT,29999.62,1.5779,29998.87,1.917,30000.37,3.205,0.0,162.32
2024-01-01 00:00:16.000,BTCUSDT,BINANCE_USDT,29999.62,1.3354,29999.62,1.053,30001.12,4.895,0.0,180.58
2024-01-01 00:00:16.500,BTCUSDT,BINANCE_USDT,30001.68,1.4282,30000.18,1.423,30001.68,3.123,0.0,113.32
2024-01-01 00:00:17.000,BTCUSDT,BINANCE_USDT,29998.90,0.7620,29998.90,4.834,30000.40,1.901,0.0,194.25
2024-01-01 00:00:17.500,BTCUSDT,BINANCE_USDT,30002.01,1.8097,30000.51,4.041,30002.01,2.536,0.0,152.50
2024-01-01 00:00:18.000,BTCUSDT,BINANCE_USDT,29998.41,0.7742,29998.41,1.320,29999.91,0.568,0.0,135.81
2024-01-01 00:00:18.500,BTCUSDT,BINANCE_USDT,29996.91,1.3329,29996.91,1.427,29998.41,4.834,0.0,194.16
2024-01-01 00:00:19.000,BTCUSDT,BINANCE_USDT,30000.25,1.5278,30000.25,4.426,30001.75,2.574,0.0,152.21
2024-01-01 00:00:19.500,BTCUSDT,BINANCE_USDT,30000.25,1.0998,29998.75,4.197,30000.25,1.793,0.0,199.50
2024-01-01 00:00:20.000,BTCUSDT,BINANCE_USDT,30001.46,0.1226,30000.71,4.106,30002.21,1.964,0.0,169.90
2024-01-01 00:00:20.500,BTCUSDT,BINANCE_USDT,30002.64,0.1422,30001.14,2.276,30002.64,3.503,0.0,157.37
2024-01-01 00:00:21.000,BTCUSDT,BINANCE_USDT,30001.99,1.1381,30000.49,4.303,30001.99,1.417,0.0,126.26
2024-01-01 00:00:21.500,BTCUSDT,BINANCE_USDT,30000.54,1.3436,29999.04,3.348,30000.54,1.861,0.0,140.84
2024-01-01 00:00:22.000,BTCUSDT,BINANCE_USDT,29999.71,0.6775,29998.96,3.151,30000.46,3.072,0.0,131.81
2024-01-01 00:00:22.500,BTCUSDT,BINANCE_USDT,30000.50,1.8374,29999.75,4.725,30001.25,1.287,0.0,136.24
2024-01-01 00:00:23.000,BTCUSDT,BINANCE_USDT,29998.62,1.7426,29998.62,1.499,30000.12,3.882,0.0,190.30
2024-01-01 00:00:23.500,BTCUSDT,BINANCE_USDT,30000.47,1.5664,29998.97,2.526,30000.47,4.241,0.0,124.40
2024-01-01 00:00:24.000,BTCUSDT,BINANCE_USDT,29998.39,0.2241,29998.39,3.614,29999.89,1.586,0.0,194.32
2024-01-01 00:00:24.500,BTCUSDT,BINANCE_USDT,30000.03,0.2503,29998.53,0.583,30000.03,3.318,0.0,183.87
2024-01-01 00:00:25.000,BTCUSDT,BINANCE_USDT,29999.75,0.7081,29999.00,2.108,30000.50,3.938,0.0,109.46
2024-01-01 00:00:25.500,BTCUSDT,BINANCE_USDT,30001.93,0.3895,30000.43,4.657,30001.93,0.560,0.0,104.31
2024-01-01 00:00:26.000,BTCUSDT,BINANCE_USDT,30002.57,1.7206,30001.07,1.663,30002.57,1.754,0.0,182.28
2024-01-01 00:00:26.500,BTCUSDT,BINANCE_USDT,30000.16,0.9270,30000.16,4.592,30001.66,3.520,0.0,134.93
2024-01-01 00:00:27.000,BTCUSDT,BINANCE_USDT,30000.44,0.0411,29998.94,3.965,30000.44,3.122,0.0,195.79
2024-01-01 00:00:27.500,BTCUSDT,BINANCE_USDT,30000.73,1.7857,29999.98,2.315,30001.48,2.549,0.0,132.86
2024-01-01 00:00:28.000,BTCUSDT,BINANCE_USDT,30000.68,0.7801,30000.68,0.927,30002.18,2.814,0.0,115.61
2024-01-01 00:00:28.500,BTCUSDT,BINANCE_USDT,29999.54,0.2244,29998.79,2.876,30000.29,4.979,0.0,126.81
2024-01-01 00:00:29.000,BTCUSDT,BINANCE_USDT,29997.98,1.7275,29997.98,4.370,29999.48,4.364,0.0,156.14
2024-01-01 00:00:29.500,BTCUSDT,BINANCE_USDT,30000.40,0.3608,29999.65,3.231,30001.15,4.118,0.0,104.28
2024-01-01 00:00:30.000,BTCUSDT,BINANCE_USDT,30001.94,1.1192,30000.44,3.654,30001.94,4.954,0.0,174.61
2024-01-01 00:00:30.500,BTCUSDT,BINANCE_USDT,30000.60,1.7311,29999.85,1.136,30001.35,3.326,0.0,148.46
2024-01-01 00:00:31.000,BTCUSDT,BINANCE_USDT,29998.25,0.6031,29998.25,4.086,29999.75,1.550,0.0,103.35
2024-01-01 00:00:31.500,BTCUSDT,BINANCE_USDT,30000.05,0.8102,29999.30,1.577,30000.80,3.983,0.0,132.68
2024-01-01 00:00:32.000,BTCUSDT,BINANCE_USDT,30000.04,0.6460,29999.29,3.619,30000.79,2.948,0.0,165.86
2024-01-01 00:00:32.500,BTCUSDT,BINANCE_USDT,29998.26,1.4498,29998.26,2.997,29999.76,0.854,0.0,174.92
2024-01-01 00:00:33.000,BTCUSDT,BINANCE_USDT,29997.84,0.2985,29997.09,3.005,29998.59,0.611,0.0,137.99
2024-01-01 00:00:33.500,BTCUSDT,BINANCE_USDT,29996.58,0.9574,29995.83,2.983,29997.33,4.472,0.0,191.31
2024-01-01 00:00:34.000,BTCUSDT,BINANCE_USDT,29995.01,0.6303,29995.01,1.665,29996.51,0.617,0.0,116.78
2024-01-01 00:00:34.500,BTCUSDT,BINANCE_USDT,29996.58,0.7401,29995.08,0.580,29996.58,1.739,0.0,164.36
2024-01-01 00:00:35.000,BTCUSDT,BINANCE_USDT,29993.96,1.3759,29993.96,3.329,29995.46,2.845,0.0,157.93
2024-01-01 00:00:35.500,BTCUSDT,BINANCE_USDT,29995.34,0.4146,29994.59,1.481,29996.09,1.996,0.0,169.27
2024-01-01 00:00:36.000,BTCUSDT,BINANCE_USDT,29994.57,1.8268,29993.07,0.718,29994.57,4.131,0.0,121.59
2024-01-01 00:00:36.500,BTCUSDT,BINANCE_USDT,29993.24,0.2998,29991.74,0.936,29993.24,1.110,0.0,155.76
2024-01-01 00:00:37.000,BTCUSDT,BINANCE_USDT,29992.96,0.3170,29992.21,1.837,29993.71,2.849,0.0,106.51
2024-01-01 00:00:37.500,BTCUSDT,BINANCE_USDT,29993.52,0.7833,29992.77,1.353,29994.27,3.744,0.0,134.48
2024-01-01 00:00:38.000,BTCUSDT,BINANCE_USDT,29991.78,0.4495,29991.78,3.513,29993.28,3.749,0.0,165.87
2024-01-01 00:00:38.500,BTCUSDT,BINANCE_USDT,29994.84,0.8011,29993.34,1.469,29994.84,4.236,0.0,104.64
2024-01-01 00:00:39.000,BTCUSDT,BINANCE_USDT,29991.06,0.3066,29991.06,2.614,29992.56,3.732,0.0,199.13
2024-01-01 00:00:39.500,BTCUSDT,BINANCE_USDT,29993.27,0.5755,29991.77,3.531,29993.27,2.639,0.0,151.55
2024-01-01 00:00:40.000,BTCUSDT,BINANCE_USDT,29992.32,1.5357,29990.83,4.650,29992.32,1.687,0.0,199.08
2024-01-01 00:00:40.500,BTCUSDT,BINANCE_USDT,29991.53,1.4627,29990.03,1.295,29991.53,3.335,0.0,110.06
2024-01-01 00:00:41.000,BTCUSDT,BINANCE_USDT,29991.22,1.8506,29990.47,1.129,29991.97,2.240,0.0,132.21
2024-01-01 00:00:41.500,BTCUSDT,BINANCE_USDT,29990.48,1.7619,29989.73,2.355,29991.23,1.376,0.0,106.80
2024-01-01 00:00:42.000,BTCUSDT,BINANCE_USDT,29992.35,1.1812,29990.86,1.046,29992.35,4.431,0.0,172.62
2024-01-01 00:00:42.500,BTCUSDT,BINANCE_USDT,29990.38,1.6714,29990.38,1.677,29991.88,4.326,0.0,153.59
2024-01-01 00:00:43.000,BTCUSDT,BINANCE_USDT,29992.11,1.7600,29990.61,4.154,29992.11,3.605,0.0,159.13
2024-01-01 00:00:43.500,BTCUSDT,BINANCE_USDT,29991.90,0.0167,29990.40,4.708,29991.90,4.106,0.0,164.75
2024-01-01 00:00:44.000,BTCUSDT,BINANCE_USDT,29992.86,0.5302,29992.86,0.567,29994.36,4.003,0.0,150.02
2024-01-01 00:00:44.500,BTCUSDT,BINANCE_USDT,29992.64,0.1790,29991.14,3.337,29992.64,3.738,0.0,198.84
2024-01-01 00:00:45.000,BTCUSDT,BINANCE_USDT,29990.39,1.8183,29990.39,4.554,29991.89,0.821,0.0,155.17
2024-01-01 00:00:45.500,BTCUSDT,BINANCE_USDT,29989.69,0.7915,29989.69,4.523,29991.19,2.893,0.0,109.87
2024-01-01 00:00:46.000,BTCUSDT,BINANCE_USDT,29989.11,1.3230,29987.61,2.511,29989.11,2.930,0.0,196.13
2024-01-01 00:00:46.500,BTCUSDT,BINANCE_USDT,29985.32,1.6033,29984.57,3.365,29986.07,2.376,0.0,145.71
2024-01-01 00:00:47.000,BTCUSDT,BINANCE_USDT,29985.42,1.7674,29983.92,1.365,29985.42,1.500,0.0,112.95
2024-01-01 00:00:47.500,BTCUSDT,BINANCE_USDT,29983.52,0.0336,29982.77,3.655,29984.27,0.831,0.0,120.86
2024-01-01 00:00:48.000,BTCUSDT,BINANCE_USDT,29982.68,0.5671,29981.93,2.114,29983.43,3.311,0.0,132.85
2024-01-01 00:00:48.500,BTCUSDT,BINANCE_USDT,29983.94,1.1683,29982.44,0.970,29983.94,0.962,0.0,100.54
2024-01-01 00:00:49.000,BTCUSDT,BINANCE_USDT,29982.65,0.4599,29981.15,4.524,29982.65,2.316,0.0,109.24
2024-01-01 00:00:49.500,BTCUSDT,BINANCE_USDT,29982.84,1.0762,29982.84,2.807,29984.34,3.681,0.0,123.16
2024-01-01 00:00:50.000,BTCUSDT,BINANCE_USDT,29982.36,1.4603,29982.36,3.884,29983.86,4.091,0.0,174.93
2024-01-01 00:00:50.500,BTCUSDT,BINANCE_USDT,29980.63,1.2105,29979.13,4.495,29980.63,3.139,0.0,111.50
2024-01-01 00:00:51.000,BTCUSDT,BINANCE_USDT,29978.56,1.7133,29977.07,3.315,29978.56,4.512,0.0,199.21
2024-01-01 00:00:51.500,BTCUSDT,BINANCE_USDT,29976.61,0.4214,29976.61,2.926,29978.11,2.713,0.0,199.67
2024-01-01 00:00:52.000,BTCUSDT,BINANCE_USDT,29976.74,1.9774,29975.99,3.918,29977.49,1.305,0.0,129.03
2024-01-01 00:00:52.500,BTCUSDT,BINANCE_USDT,29977.30,0.9055,29975.80,0.581,29977.30,4.379,0.0,177.69
2024-01-01 00:00:53.000,BTCUSDT,BINANCE_USDT,29977.37,0.4634,29975.87,1.520,29977.37,1.706,0.0,180.28
2024-01-01 00:00:53.500,BTCUSDT,BINANCE_USDT,29976.13,0.5067,29975.38,4.001,29976.88,3.271,0.0,142.20
2024-01-01 00:00:54.000,BTCUSDT,BINANCE_USDT,29977.91,1.0260,29976.41,0.853,29977.91,4.587,0.0,146.99
2024-01-01 00:00:54.500,BTCUSDT,BINANCE_USDT,29976.14,1.1951,29975.39,3.683,29976.89,1.698,0.0,162.20
2024-01-01 00:00:55.000,BTCUSDT,BINANCE_USDT,29976.21,0.6412,29974.71,4.132,29976.21,2.110,0.0,103.55
2024-01-01 00:00:55.500,BTCUSDT,BINANCE_USDT,29976.36,1.2534,29974.86,3.888,29976.36,2.846,0.0,113.23
2024-01-01 00:00:56.000,BTCUSDT,BINANCE_USDT,29974.52,1.0248,29973.77,3.958,29975.27,2.217,0.0,129.44
2024-01-01 00:00:56.500,BTCUSDT,BINANCE_USDT,29974.37,0.8355,29973.63,1.022,29975.12,0.509,0.0,111.55
2024-01-01 00:00:57.000,BTCUSDT,BINANCE_USDT,29972.94,1.9418,29972.19,3.656,29973.69,1.673,0.0,178.56
2024-01-01 00:00:57.500,BTCUSDT,BINANCE_USDT,29972.71,1.6330,29971.96,2.108,29973.46,1.719,0.0,155.63
2024-01-01 00:00:58.000,BTCUSDT,BINANCE_USDT,29974.26,1.3769,29972.76,1.136,29974.26,2.555,0.0,194.43
2024-01-01 00:00:58.500,BTCUSDT,BINANCE_USDT,29973.84,1.5941,29972.34,3.961,29973.84,2.374,0.0,184.41
2024-01-01 00:00:59.000,BTCUSDT,BINANCE_USDT,29973.84,1.0159,29972.35,1.394,29973.84,0.549,0.0,183.81
2024-01-01 00:00:59.500,BTCUSDT,BINANCE_USDT,29972.85,0.2852,29972.10,3.541,29973.60,3.418,0.0,172.66
2024-01-01 00:01:00.000,BTCUSDT,BINANCE_USDT,29974.12,1.2652,29973.37,4.528,29974.87,1.196,0.0,187.23
2024-01-01 00:01:00.500,BTCUSDT,BINANCE_USDT,29972.97,1.5501,29971.47,2.239,29972.97,3.928,0.0,176.04
2024-01-01 00:01:01.000,BTCUSDT,BINANCE_USDT,29975.17,1.4790,29973.67,0.644,29975.17,3.640,0.0,139.53
2024-01-01 00:01:01.500,BTCUSDT,BINANCE_USDT,29972.41,0.7284,29970.91,1.776,29972.41,4.796,0.0,181.78
2024-01-01 00:01:02.000,BTCUSDT,BINANCE_USDT,29968.79,1.2463,29968.79,3.964,29970.28,2.261,0.0,101.73
2024-01-01 00:01:02.500,BTCUSDT,BINANCE_USDT,29971.00,0.7902,29970.25,4.709,29971.75,3.586,0.0,109.69
2024-01-01 00:01:03.000,BTCUSDT,BINANCE_USDT,29970.27,0.5402,29970.27,2.774,29971.76,2.164,0.0,156.86
2024-01-01 00:01:03.500,BTCUSDT,BINANCE_USDT,29972.06,1.8615,29970.56,2.105,29972.06,1.551,0.0,122.85
2024-01-01 00:01:04.000,BTCUSDT,BINANCE_USDT,29972.19,0.8851,29970.69,3.293,29972.19,3.964,0.0,125.78
2024-01-01 00:01:04.500,BTCUSDT,BINANCE_USDT,29973.38,0.7365,29971.89,4.259,29973.38,1.745,0.0,182.03
2024-01-01 00:01:05.000,BTCUSDT,BINANCE_USDT,29972.92,0.0154,29972.17,0.873,29973.67,1.737,0.0,169.90
2024-01-01 00:01:05.500,BTCUSDT,BINANCE_USDT,29975.62,0.3872,29974.12,0.703,29975.62,0.627,0.0,105.89
2024-01-01 00:01:06.000,BTCUSDT,BINANCE_USDT,29975.70,1.7873,29974.95,2.466,29976.45,4.161,0.0,108.12
2024-01-01 00:01:06.500,BTCUSDT,BINANCE_USDT,29975.83,0.1681,29974.33,1.966,29975.83,2.975,0.0,103.92
2024-01-01 00:01:07.000,BTCUSDT,BINANCE_USDT,29973.42,0.6282,29973.42,4.943,29974.91,1.262,0.0,129.64
2024-01-01 00:01:07.500,BTCUSDT,BINANCE_USDT,29975.01,1.0004,29974.26,2.351,29975.76,1.454,0.0,196.26
2024-01-01 00:01:08.000,BTCUSDT,BINANCE_USDT,29974.76,0.5810,29973.26,3.177,29974.76,1.214,0.0,132.15
2024-01-01 00:01:08.500,BTCUSDT,BINANCE_USDT,29973.55,0.6066,29973.55,3.480,29975.04,3.035,0.0,154.69
2024-01-01 00:01:09.000,BTCUSDT,BINANCE_USDT,29976.44,1.8581,29975.69,2.903,29977.19,4.422,0.0,167.49
2024-01-01 00:01:09.500,BTCUSDT,BINANCE_USDT,29976.87,1.0484,29976.87,2.985,29978.37,1.753,0.0,185.60
2024-01-01 00:01:10.000,BTCUSDT,BINANCE_USDT,29978.48,1.4277,29977.73,4.244,29979.23,2.678,0.0,170.86
2024-01-01 00:01:10.500,BTCUSDT,BINANCE_USDT,29976.46,0.5631,29976.46,4.125,29977.96,4.474,0.0,192.63
2024-01-01 00:01:11.000,BTCUSDT,BINANCE_USDT,29977.26,0.7070,29975.76,2.000,29977.26,4.969,0.0,182.44
2024-01-01 00:01:11.500,BTCUSDT,BINANCE_USDT,29976.18,0.0019,29974.68,4.314,29976.18,1.955,0.0,176.10
2024-01-01 00:01:12.000,BTCUSDT,BINANCE_USDT,29976.14,0.8035,29974.64,1.175,29976.14,3.897,0.0,148.75
2024-01-01 00:01:12.500,BTCUSDT,BINANCE_USDT,29976.16,0.2700,29976.16,4.403,29977.66,2.502,0.0,157.32
2024-01-01 00:01:13.000,BTCUSDT,BINANCE_USDT,29975.30,0.0531,29975.30,1.204,29976.80,2.888,0.0,131.15
2024-01-01 00:01:13.500,BTCUSDT,BINANCE_USDT,29975.05,1.7228,29974.30,2.165,29975.80,1.600,0.0,122.54
2024-01-01 00:01:14.000,BTCUSDT,BINANCE_USDT,29973.04,0.9620,29972.29,2.223,29973.79,1.675,0.0,144.28
2024-01-01 00:01:14.500,BTCUSDT,BINANCE_USDT,29969.45,1.3462,29969.45,0.857,29970.95,0.622,0.0,162.56
2024-01-01 00:01:15.000,BTCUSDT,BINANCE_USDT,29971.52,1.3544,29970.77,1.617,29972.27,1.410,0.0,161.97
2024-01-01 00:01:15.500,BTCUSDT,BINANCE_USDT,29971.14,1.7852,29971.14,3.113,29972.63,0.560,0.0,180.02
2024-01-01 00:01:16.000,BTCUSDT,BINANCE_USDT,29974.10,1.2762,29972.60,3.653,29974.10,4.317,0.0,153.29
2024-01-01 00:01:16.500,BTCUSDT,BINANCE_USDT,29974.18,0.8228,29973.43,4.186,29974.93,4.786,0.0,169.37
2024-01-01 00:01:17.000,BTCUSDT,BINANCE_USDT,29975.08,1.3501,29973.58,1.578,29975.08,1.374,0.0,177.06
2024-01-01 00:01:17.500,BTCUSDT,BINANCE_USDT,29972.66,1.2406,29971.17,4.020,29972.66,3.163,0.0,183.31
2024-01-01 00:01:18.000,BTCUSDT,BINANCE_USDT,29970.81,1.2810,29970.81,3.000,29972.31,4.636,0.0,179.67
2024-01-01 00:01:18.500,BTCUSDT,BINANCE_USDT,29972.28,1.8035,29971.53,1.937,29973.03,2.644,0.0,196.07
2024-01-01 00:01:19.000,BTCUSDT,BINANCE_USDT,29972.71,0.3489,29971.21,4.806,29972.71,2.419,0.0,105.66
2024-01-01 00:01:19.500,BTCUSDT,BINANCE_USDT,29971.68,1.7223,29970.19,2.546,29971.68,0.830,0.0,109.48
2024-01-01 00:01:20.000,BTCUSDT,BINANCE_USDT,29972.28,1.8963,29971.53,4.072,29973.03,2.794,0.0,121.68
2024-01-01 00:01:20.500,BTCUSDT,BINANCE_USDT,29971.50,0.1856,29970.75,4.630,29972.25,3.857,0.0,150.63
2024-01-01 00:01:21.000,BTCUSDT,BINANCE_USDT,29970.53,0.6708,29969.78,4.515,29971.28,3.959,0.0,115.66
2024-01-01 00:01:21.500,BTCUSDT,BINANCE_USDT,29970.39,0.0442,29969.64,1.600,29971.14,3.662,0.0,152.28
2024-01-01 00:01:22.000,BTCUSDT,BINANCE_USDT,29970.25,0.7050,29969.50,1.693,29971.00,3.406,0.0,157.94
2024-01-01 00:01:22.500,BTCUSDT,BINANCE_USDT,29968.07,0.2146,29968.07,2.120,29969.57,2.734,0.0,178.04
2024-01-01 00:01:23.000,BTCUSDT,BINANCE_USDT,29969.40,0.9425,29967.90,2.405,29969.40,4.437,0.0,114.57
2024-01-01 00:01:23.500,BTCUSDT,BINANCE_USDT,29967.43,0.6290,29967.43,0.560,29968.93,2.068,0.0,193.78
2024-01-01 00:01:24.000,BTCUSDT,BINANCE_USDT,29967.68,0.8786,29966.19,2.579,29967.68,3.689,0.0,156.10
2024-01-01 00:01:24.500,BTCUSDT,BINANCE_USDT,29966.79,1.0186,29966.04,1.628,29967.54,3.136,0.0,165.81
2024-01-01 00:01:25.000,BTCUSDT,BINANCE_USDT,29966.72,0.5457,29965.98,3.284,29967.47,4.144,0.0,112.87
2024-01-01 00:01:25.500,BTCUSDT,BINANCE_USDT,29966.32,0.1523,29965.57,1.812,29967.07,2.991,0.0,139.06
2024-01-01 00:01:26.000,BTCUSDT,BINANCE_USDT,29967.15,0.8638,29966.40,2.580,29967.89,3.090,0.0,144.22
2024-01-01 00:01:26.500,BTCUSDT,BINANCE_USDT,29966.62,1.9400,29966.62,3.920,29968.11,2.317,0.0,146.17
2024-01-01 00:01:27.000,BTCUSDT,BINANCE_USDT,29967.45,0.0429,29966.70,3.377,29968.20,2.368,0.0,127.86
2024-01-01 00:01:27.500,BTCUSDT,BINANCE_USDT,29967.17,1.7100,29965.67,1.782,29967.17,4.542,0.0,104.71
2024-01-01 00:01:28.000,BTCUSDT,BINANCE_USDT,29966.30,0.7645,29966.30,1.544,29967.80,0.816,0.0,170.02
2024-01-01 00:01:28.500,BTCUSDT,BINANCE_USDT,29966.99,0.8546,29966.24,3.128,29967.74,2.032,0.0,107.13
2024-01-01 00:01:29.000,BTCUSDT,BINANCE_USDT,29966.83,0.3935,29966.83,3.351,29968.33,3.578,0.0,185.81
2024-01-01 00:01:29.500,BTCUSDT,BINANCE_USDT,29966.40,0.2423,29965.65,1.829,29967.15,4.497,0.0,105.07
2024-01-01 00:01:30.000,BTCUSDT,BINANCE_USDT,29965.81,1.6031,29965.07,3.212,29966.56,2.335,0.0,123.13
2024-01-01 00:01:30.500,BTCUSDT,BINANCE_USDT,29965.63,1.2798,29964.88,3.351,29966.38,2.857,0.0,198.79
2024-01-01 00:01:31.000,BTCUSDT,BINANCE_USDT,29964.26,0.0322,29964.26,3.285,29965.76,2.149,0.0,174.99
2024-01-01 00:01:31.500,BTCUSDT,BINANCE_USDT,29963.09,0.8879,29963.09,2.747,29964.59,0.669,0.0,160.86
2024-01-01 00:01:32.000,BTCUSDT,BINANCE_USDT,29962.69,1.2602,29961.94,2.888,29963.44,1.682,0.0,163.44
2024-01-01 00:01:32.500,BTCUSDT,BINANCE_USDT,29964.76,1.0465,29964.01,1.227,29965.51,3.082,0.0,120.42
2024-01-01 00:01:33.000,BTCUSDT,BINANCE_USDT,29964.54,1.5538,29964.54,1.850,29966.03,4.647,0.0,144.79
2024-01-01 00:01:33.500,BTCUSDT,BINANCE_USDT,29963.17,0.8676,29963.17,0.862,29964.67,4.748,0.0,194.19
2024-01-01 00:01:34.000,BTCUSDT,BINANCE_USDT,29965.10,1.8365,29963.60,4.271,29965.10,0.700,0.0,128.56
2024-01-01 00:01:34.500,BTCUSDT,BINANCE_USDT,29962.89,0.8909,29962.14,2.584,29963.64,4.253,0.0,179.99
2024-01-01 00:01:35.000,BTCUSDT,BINANCE_USDT,29964.65,0.7637,29964.65,2.521,29966.15,0.963,0.0,178.42
2024-01-01 00:01:35.500,BTCUSDT,BINANCE_USDT,29965.28,1.6707,29963.78,3.907,29965.28,2.345,0.0,169.15
2024-01-01 00:01:36.000,BTCUSDT,BINANCE_USDT,29964.89,0.0737,29964.14,4.582,29965.64,4.571,0.0,104.16
2024-01-01 00:01:36.500,BTCUSDT,BINANCE_USDT,29964.28,0.4679,29962.79,1.400,29964.28,0.758,0.0,149.88
2024-01-01 00:01:37.000,BTCUSDT,BINANCE_USDT,29960.53,1.7896,29960.53,0.672,29962.02,3.399,0.0,115.09
2024-01-01 00:01:37.500,BTCUSDT,BINANCE_USDT,29964.11,1.1950,29962.61,4.829,29964.11,2.725,0.0,111.65
2024-01-01 00:01:38.000,BTCUSDT,BINANCE_USDT,29962.94,0.5487,29962.94,2.697,29964.44,3.727,0.0,151.29
2024-01-01 00:01:38.500,BTCUSDT,BINANCE_USDT,29964.73,0.8883,29963.98,2.048,29965.48,3.334,0.0,129.49
2024-01-01 00:01:39.000,BTCUSDT,BINANCE_USDT,29965.71,0.5875,29964.21,3.552,29965.71,1.803,0.0,109.92
2024-01-01 00:01:39.500,BTCUSDT,BINANCE_USDT,29963.67,0.6861,29963.67,3.542,29965.17,1.210,0.0,144.09
2024-01-01 00:01:40.000,BTCUSDT,BINANCE_USDT,29963.03,1.3249,29963.03,0.649,29964.53,4.990,0.0,102.96
2024-01-01 00:01:40.500,BTCUSDT,BINANCE_USDT,29964.67,1.2429,29964.67,3.420,29966.17,1.691,0.0,107.11
