datetime,open,high,low,close,volume,open_interest
2024-01-01 01:27:00,30516.96,30606.02,30487.53,30594.03,184.05,0.0
2024-01-01 01:28:00,30594.03,30647.98,30588.67,30618.87,290.63,0.0
2024-01-01 01:29:00,30618.87,30626.84,30614.59,30617.84,158.64,0.0
2024-01-01 01:30:00,30617.84,30637.59,30602.50,30619.40,146.30,0.0
2024-01-01 01:31:00,30619.40,30636.70,30583.47,30591.11,227.20,0.0
2024-01-01 01:32:00,30591.11,30704.40,30569.53,30688.25,235.49,0.0
2024-01-01 01:33:00,30688.25,30715.17,30677.32,30695.05,67.49,0.0
2024-01-01 01:34:00,30695.05,30704.46,30656.92,30682.36,229.94,0.0
2024-01-01 01:35:00,30682.36,30691.37,30647.90,30657.17,152.10,0.0
2024-01-01 01:36:00,30657.17,30660.99,30622.58,30635.19,285.09,0.0
2024-01-01 01:37:00,30635.19,30680.04,30608.11,30659.72,203.88,0.0
2024-01-01 01:38:00,30659.72,30659.73,30640.35,30648.96,157.47,0.0
2024-01-01 01:39:00,30648.96,30719.15,30629.32,30701.75,166.25,0.0
2024-01-01 01:40:00,30701.75,30715.94,30653.58,30680.61,249.01,0.0
2024-01-01 01:41:00,30680.61,30700.19,30678.07,30695.10,178.86,0.0
2024-01-01 01:42:00,30695.10,30719.65,30652.77,30675.31,218.20,0.0
2024-01-01 01:43:00,30675.31,30682.05,30646.83,30652.80,56.11,0.0
2024-01-01 01:44:00,30652.80,30683.89,30650.62,30658.40,153.61,0.0
2024-01-01 01:45:00,30658.40,30726.63,30652.56,30707.74,224.09,0.0
2024-01-01 01:46:00,30707.74,30727.42,30681.45,30681.62,237.74,0.0
2024-01-01 01:47:00,30681.62,30709.38,30678.42,30686.28,156.29,0.0
2024-01-01 01:48:00,30686.28,30750.45,30684.77,30734.91,112.30,0.0
2024-01-01 01:49:00,30734.91,30853.58,30721.22,30828.13,250.35,0.0
2024-01-01 01:50:00,30828.13,30846.00,30743.85,30772.35,272.86,0.0
2024-01-01 01:51:00,30772.35,30790.73,30650.38,30671.96,176.19,0.0
2024-01-01 01:52:00,30671.96,30725.99,30649.65,30699.08,168.67,0.0
2024-01-01 01:53:00,30699.08,30706.85,30650.07,30657.49,209.42,0.0
2024-01-01 01:54:00,30657.49,30683.41,30649.25,30664.60,69.37,0.0
2024-01-01 01:55:00,30664.60,30673.18,30610.25,30618.40,129.93,0.0
2024-01-01 01:56:00,30618.40,30625.34,30578.35,30599.17,226.60,0.0
2024-01-01 01:57:00,30599.17,30601.10,30583.21,30595.44,185.65,0.0
2024-01-01 01:58:00,30595.44,30608.05,30546.31,30573.46,196.02,0.0
2024-01-01 01:59:00,30573.46,30609.40,30547.76,30588.53,241.40,0.0
2024-01-01 02:00:00,30588.53,30599.09,30563.88,30586.48,263.36,0.0
2024-01-01 02:01:00,30586.48,30618.99,30573.91,30590.39,236.88,0.0
2024-01-01 02:02:00,30590.39,30597.00,30532.41,30539.00,158.96,0.0
2024-01-01 02:03:00,30539.00,30539.87,30513.90,30523.98,219.79,0.0
2024-01-01 02:04:00,30523.98,30538.00,30500.67,30504.50,205.56,0.0
2024-01-01 02:05:00,30504.50,30519.03,30492.68,30518.23,191.10,0.0
2024-01-01 02:06:00,30518.23,30578.79,30504.37,30574.72,62.57,0.0
2024-01-01 02:07:00,30574.72,30595.55,30568.37,30584.18,131.71,0.0
2024-01-01 02:08:00,30584.18,30609.03,30559.22,30586.46,113.07,0.0
2024-01-01 02:09:00,30586.46,30588.92,30546.26,30546.84,184.85,0.0
2024-01-01 02:10:00,30546.84,30602.61,30523.40,30583.10,212.94,0.0
2024-01-01 02:11:00,30583.10,30605.73,30553.53,30582.02,99.84,0.0
2024-01-01 02:12:00,30582.02,30607.35,30561.93,30603.57,190.99,0.0
2024-01-01 02:13:00,30603.57,30611.58,30582.58,30605.04,241.72,0.0
2024-01-01 02:14:00,30605.04,30652.84,30601.61,30630.40,254.83,0.0
2024-01-01 02:15:00,30630.40,30705.04,30627.16,30676.10,56.42,0.0
2024-01-01 02:16:00,30676.10,30704.84,30639.32,30651.22,228.75,0.0
2024-01-01 02:17:00,30651.22,30706.93,30630.50,30704.65,206.81,0.0
2024-01-01 02:18:00,30704.65,30782.93,30686.63,30757.42,80.26,0.0
2024-01-01 02:19:00,30757.42,30825.43,30733.94,30795.92,136.80,0.0
2024-01-01 02:20:00,30795.92,30811.10,30748.22,30758.46,262.39,0.0
2024-01-01 02:21:00,30758.46,30796.87,30755.29,30772.20,290.20,0.0
2024-01-01 02:22:00,30772.20,30793.42,30706.48,30719.54,233.45,0.0
2024-01-01 02:23:00,30719.54,30748.51,30651.54,30659.64,252.05,0.0
2024-01-01 02:24:00,30659.64,30672.71,30589.50,30611.43,117.10,0.0
2024-01-01 02:25:00,30611.43,30636.99,30571.87,30596.79,71.67,0.0
2024-01-01 02:26:00,30596.79,30628.85,30578.48,30614.91,144.75,0.0
2024-01-01 02:27:00,30614.91,30615.77,30565.06,30590.59,95.46,0.0
2024-01-01 02:28:00,30590.59,30613.43,30564.18,30603.22,225.30,0.0
2024-01-01 02:29:00,30603.22,30676.61,30602.91,30668.32,287.02,0.0
2024-01-01 02:30:00,30668.32,30733.22,30645.57,30718.56,222.65,0.0
2024-01-01 02:31:00,30718.56,30765.91,30703.84,30746.53,248.23,0.0
2024-01-01 02:32:00,30746.53,30786.00,30737.34,30765.25,195.39,0.0
2024-01-01 02:33:00,30765.25,30790.02,30749.32,30775.82,156.38,0.0
2024-01-01 02:34:00,30775.82,30796.91,30761.57,30769.70,112.85,0.0
2024-01-01 02:35:00,30769.70,30773.32,30722.73,30728.51,79.89,0.0
2024-01-01 02:36:00,30728.51,30734.06,30650.43,30656.92,171.05,0.0
2024-01-01 02:37:00,30656.92,30678.66,30606.83,30636.13,181.16,0.0
2024-01-01 02:38:00,30636.13,30641.95,30619.73,30626.55,94.86,0.0
2024-01-01 02:39:00,30626.55,30639.07,30610.53,30638.65,118.58,0.0
2024-01-01 02:40:00,30638.65,30703.64,30634.86,30682.72,267.12,0.0
2024-01-01 02:41:00,30682.72,30697.45,30642.19,30668.37,193.52,0.0
2024-01-01 02:42:00,30668.37,30673.90,30618.21,30619.75,285.27,0.0
2024-01-01 02:43:00,30619.75,30635.89,30595.09,30621.56,150.18,0.0
2024-01-01 02:44:00,30621.56,30666.99,30617.08,30665.38,190.71,0.0
2024-01-01 02:45:00,30665.38,30693.13,30635.56,30684.02,79.61,0.0
2024-01-01 02:46:00,30684.02,30707.74,30675.43,30682.20,180.64,0.0
2024-01-01 02:47:00,30682.20,30695.72,30607.65,30620.94,265.04,0.0
2024-01-01 02:48:00,30620.94,30666.67,30602.65,30648.04,235.02,0.0
2024-01-01 02:49:00,30648.04,30676.47,30632.60,30638.84,102.76,0.0
2024-01-01 02:50:00,30638.84,30644.05,30616.95,30619.20,50.67,0.0
2024-01-01 02:51:00,30619.20,30632.72,30574.37,30592.18,122.81,0.0
2024-01-01 02:52:00,30592.18,30613.27,30578.51,30592.13,221.85,0.0
2024-01-01 02:53:00,30592.13,30674.69,30568.49,30646.97,206.26,0.0
2024-01-01 02:54:00,30646.97,30659.72,30573.81,30590.15,211.91,0.0
2024-01-01 02:55:00,30590.15,30617.40,30478.76,30503.56,67.85,0.0
2024-01-01 02:56:00,30503.56,30535.70,30486.48,30513.23,122.15,0.0
2024-01-01 02:57:00,30513.23,30538.91,30492.57,30535.18,224.93,0.0
2024-01-01 02:58:00,30535.18,30586.38,30532.77,30571.56,59.97,0.0
2024-01-01 02:59:00,30571.56,30584.52,30537.51,30547.18,112.59,0.0
2024-01-01 03:00:00,30547.18,30650.32,30529.92,30625.24,287.70,0.0
2024-01-01 03:01:00,30625.24,30702.88,30605.07,30672.89,117.38,0.0
2024-01-01 03:02:00,30672.89,30744.18,30653.34,30730.07,279.02,0.0
2024-01-01 03:03:00,30730.07,30744.40,30712.51,30738.95,208.70,0.0
2024-01-01 03:04:00,30738.95,30749.39,30703.53,30713.53,217.53,0.0
2024-01-01 03:05:00,30713.53,30739.26,30696.58,30706.47,223.42,0.0
2024-01-01 03:06:00,30706.47,30730.88,30659.06,30675.56,163.71,0.0
2024-01-01 03:07:00,30675.56,30770.63,30665.86,30761.20,292.55,0.0
2024-01-01 03:08:00,30761.20,30790.84,30693.83,30713.56,185.65,0.0
2024-01-01 03:09:00,30713.56,30745.20,30707.94,30732.80,140.44,0.0
2024-01-01 03:10:00,30732.80,30755.60,30720.97,30727.08,187.30,0.0
2024-01-01 03:11:00,30727.08,30754.91,30649.94,30663.08,224.56,0.0
2024-01-01 03:12:00,30663.08,30751.15,30655.90,30732.88,89.59,0.0
2024-01-01 03:13:00,30732.88,30815.81,30716.31,30799.28,73.30,0.0
2024-01-01 03:14:00,30799.28,30893.48,30795.76,30879.63,258.04,0.0
2024-01-01 03:15:00,30879.63,30894.58,30845.94,30867.44,177.22,0.0
2024-01-01 03:16:00,30867.44,30896.85,30841.14,30848.45,187.82,0.0
2024-01-01 03:17:00,30848.45,30927.22,30820.79,30915.71,177.06,0.0
2024-01-01 03:18:00,30915.71,30974.24,30892.01,30965.95,153.74,0.0
2024-01-01 03:19:00,30965.95,30993.98,30888.05,30903.28,255.14,0.0
2024-01-01 03:20:00,30903.28,30920.89,30858.74,30888.71,172.41,0.0
2024-01-01 03:21:00,30888.71,30918.52,30872.55,30914.07,136.28,0.0
2024-01-01 03:22:00,30914.07,30927.73,30849.42,30859.07,97.16,0.0
2024-01-01 03:23:00,30859.07,30879.99,30818.39,30835.54,108.39,0.0
2024-01-01 03:24:00,30835.54,30857.88,30808.89,30830.04,252.85,0.0
2024-01-01 03:25:00,30830.04,30841.62,30791.01,30810.92,255.19,0.0
2024-01-01 03:26:00,30810.92,30851.22,30795.85,30850.11,197.55,0.0
2024-01-01 03:27:00,30850.11,30876.20,30811.10,30837.33,160.08,0.0
2024-01-01 03:28:00,30837.33,30859.00,30774.35,30786.65,213.70,0.0
2024-01-01 03:29:00,30786.65,30791.28,30758.41,30772.50,292.30,0.0
2024-01-01 03:30:00,30772.50,30791.99,30707.62,30733.17,263.09,0.0
2024-01-01 03:31:00,30733.17,30804.36,30721.77,30778.58,129.17,0.0
2024-01-01 03:32:00,30778.58,30804.75,30757.66,30758.74,67.11,0.0
2024-01-01 03:33:00,30758.74,30777.67,30658.35,30685.98,299.36,0.0
2024-01-01 03:34:00,30685.98,30688.93,30659.67,30678.68,268.14,0.0
2024-01-01 03:35:00,30678.68,30691.99,30608.89,30629.71,275.86,0.0
2024-01-01 03:36:00,30629.71,30700.71,30618.46,30691.90,86.39,0.0
2024-01-01 03:37:00,30691.90,30722.12,30674.93,30706.18,248.13,0.0
2024-01-01 03:38:00,30706.18,30734.20,30687.59,30708.08,110.21,0.0
2024-01-01 03:39:00,30708.08,30743.89,30703.78,30716.51,165.29,0.0
2024-01-01 03:40:00,30716.51,30716.79,30685.96,30710.10,275.30,0.0
2024-01-01 03:41:00,30710.10,30755.63,30705.36,30735.30,160.43,0.0
2024-01-01 03:42:00,30735.30,30754.47,30687.14,30699.87,112.52,0.0
2024-01-01 03:43:00,30699.87,30763.95,30693.89,30738.59,146.17,0.0
2024-01-01 03:44:00,30738.59,30755.75,30687.02,30704.27,298.17,0.0
2024-01-01 03:45:00,30704.27,30713.12,30673.14,30702.47,214.56,0.0
2024-01-01 03:46:00,30702.47,30723.05,30667.48,30689.82,62.26,0.0
2024-01-01 03:47:00,30689.82,30754.51,30674.92,30736.32,276.04,0.0
2024-01-01 03:48:00,30736.32,30754.53,30705.19,30715.76,209.15,0.0
2024-01-01 03:49:00,30715.76,30799.95,30695.43,30781.32,230.23,0.0
2024-01-01 03:50:00,30781.32,30800.17,30708.90,30736.00,211.59,0.0
2024-01-01 03:51:00,30736.00,30745.27,30654.62,30667.85,194.89,0.0
2024-01-01 03:52:00,30667.85,30676.70,30639.78,30662.21,93.91,0.0
2024-01-01 03:53:00,30662.21,30666.17,30625.21,30641.39,292.87,0.0
2024-01-01 03:54:00,30641.39,30666.30,30543.48,30551.19,256.17,0.0
2024-01-01 03:55:00,30551.19,30565.65,30506.77,30530.97,236.64,0.0
2024-01-01 03:56:00,30530.97,30559.86,30513.29,30517.51,291.63,0.0
2024-01-01 03:57:00,30517.51,30557.30,30495.78,30531.50,294.99,0.0
2024-01-01 03:58:00,30531.50,30610.61,30507.78,30599.64,53.48,0.0
2024-01-01 03:59:00,30599.64,30615.74,30568.81,30582.45,218.21,0.0
2024-01-01 04:00:00,30582.45,30607.12,30527.15,30555.36,77.09,0.0
2024-01-01 04:01:00,30555.36,30562.38,30505.74,30506.49,271.06,0.0
2024-01-01 04:02:00,30506.49,30513.13,30420.41,30422.30,255.96,0.0
2024-01-01 04:03:00,30422.30,30449.58,30378.14,30387.20,152.07,0.0
2024-01-01 04:04:00,30387.20,30456.64,30372.42,30447.50,74.30,0.0
2024-01-01 04:05:00,30447.50,30547.30,30443.43,30520.69,163.41,0.0
2024-01-01 04:06:00,30520.69,30549.06,30475.45,30488.03,235.57,0.0
2024-01-01 04:07:00,30488.03,30492.66,30416.83,30429.27,74.76,0.0
2024-01-01 04:08:00,30429.27,30457.82,30386.75,30387.74,142.63,0.0
2024-01-01 04:09:00,30387.74,30403.31,30359.22,30390.01,263.86,0.0
2024-01-01 04:10:00,30390.01,30455.46,30360.67,30439.12,139.67,0.0
2024-01-01 04:11:00,30439.12,30486.57,30433.43,30474.63,80.54,0.0
2024-01-01 04:12:00,30474.63,30520.10,30455.38,30500.21,199.29,0.0
2024-01-01 04:13:00,30500.21,30500.85,30440.99,30464.59,110.89,0.0
2024-01-01 04:14:00,30464.59,30503.44,30441.64,30501.39,101.79,0.0
2024-01-01 04:15:00,30501.39,30545.28,30475.30,30538.80,132.14,0.0
2024-01-01 04:16:00,30538.80,30591.40,30513.05,30591.31,86.17,0.0
2024-01-01 04:17:00,30591.31,30665.08,30583.79,30661.18,93.62,0.0
2024-01-01 04:18:00,30661.18,30661.63,30633.97,30657.66,109.48,0.0
2024-01-01 04:19:00,30657.66,30667.38,30646.21,30651.44,63.10,0.0
2024-01-01 04:20:00,30651.44,30673.81,30636.33,30650.62,244.50,0.0
2024-01-01 04:21:00,30650.62,30666.01,30600.44,30603.72,175.96,0.0
2024-01-01 04:22:00,30603.72,30640.54,30577.71,30617.04,180.36,0.0
2024-01-01 04:23:00,30617.04,30630.78,30586.42,30615.34,65.21,0.0
2024-01-01 04:24:00,30615.34,30635.92,30562.94,30577.65,277.43,0.0
2024-01-01 04:25:00,30577.65,30587.87,30575.22,30585.67,202.07,0.0
2024-01-01 04:26:00,30585.67,30636.91,30569.22,30617.92,131.30,0.0
2024-01-01 04:27:00,30617.92,30663.68,30602.01,30633.84,163.43,0.0
2024-01-01 04:28:00,30633.84,30654.90,30597.08,30622.67,212.73,0.0
2024-01-01 04:29:00,30622.67,30645.74,30593.22,30614.84,103.76,0.0
2024-01-01 04:30:00,30614.84,30625.01,30577.35,30590.96,154.00,0.0
2024-01-01 04:31:00,30590.96,30606.22,30578.15,30603.37,216.28,0.0
2024-01-01 04:32:00,30603.37,30631.06,30589.10,30591.12,257.94,0.0
2024-01-01 04:33:00,30591.12,30614.39,30588.22,30611.59,234.70,0.0
2024-01-01 04:34:00,30611.59,30652.78,30594.74,30635.19,132.41,0.0
2024-01-01 04:35:00,30635.19,30638.85,30581.84,30592.44,216.34,0.0
2024-01-01 04:36:00,30592.44,30618.85,30563.39,30597.22,200.10,0.0
2024-01-01 04:37:00,30597.22,30607.76,30504.16,30521.49,103.18,0.0
2024-01-01 04:38:00,30521.49,30524.74,30485.32,30510.68,141.89,0.0
2024-01-01 04:39:00,30510.68,30533.55,30474.81,30492.03,251.81,0.0
2024-01-01 04:40:00,30492.03,30582.85,30473.62,30558.29,210.67,0.0
2024-01-01 04:41:00,30558.29,30559.08,30446.24,30474.12,257.37,0.0
2024-01-01 04:42:00,30474.12,30497.99,30464.85,30476.91,134.96,0.0
2024-01-01 04:43:00,30476.91,30507.86,30450.81,30507.68,191.58,0.0
2024-01-01 04:44:00,30507.68,30526.68,30494.63,30495.55,236.53,0.0
2024-01-01 04:45:00,30495.55,30520.89,30482.95,30514.43,135.22,0.0
2024-01-01 04:46:00,30514.43,30537.74,30459.70,30476.73,71.24,0.0
2024-01-01 04:47:00,30476.73,30531.15,30472.00,30529.57,204.46,0.0
2024-01-01 04:48:00,30529.57,30549.43,30506.69,30521.26,160.51,0.0
2024-01-01 04:49:00,30521.26,30529.46,30476.77,30499.42,78.45,0.0
2024-01-01 04:50:00,30499.42,30519.77,30461.87,30476.47,216.78,0.0
2024-01-01 04:51:00,30476.47,30498.45,30464.62,30497.08,199.83,0.0
2024-01-01 04:52:00,30497.08,30544.07,30492.97,30537.73,113.88,0.0
2024-01-01 04:53:00,30537.73,30556.11,30537.50,30546.27,236.75,0.0
2024-01-01 04:54:00,30546.27,30592.00,30531.26,30570.89,258.34,0.0
2024-01-01 04:55:00,30570.89,30637.11,30568.72,30612.92,265.44,0.0
2024-01-01 04:56:00,30612.92,30655.26,30587.06,30627.62,193.94,0.0
2024-01-01 04:57:00,30627.62,30654.14,30606.34,30636.94,154.42,0.0
2024-01-01 04:58:00,30636.94,30660.19,30612.90,30650.45,204.53,0.0
2024-01-01 04:59:00,30650.45,30688.28,30622.86,30663.32,72.03,0.0
2024-01-01 05:00:00,30663.32,30705.20,30647.60,30687.53,148.94,0.0
2024-01-01 05:01:00,30687.53,30696.84,30660.16,30670.35,133.27,0.0
2024-01-01 05:02:00,30670.35,30704.92,30655.05,30701.50,276.48,0.0
2024-01-01 05:03:00,30701.50,30761.30,30679.68,30750.82,254.74,0.0
2024-01-01 05:04:00,30750.82,30774.62,30744.90,30770.23,200.60,0.0
2024-01-01 05:05:00,30770.23,30793.04,30731.41,30751.07,94.29,0.0
2024-01-01 05:06:00,30751.07,30788.22,30728.27,30765.59,162.23,0.0
2024-01-01 05:07:00,30765.59,30793.31,30710.31,30727.24,208.82,0.0
2024-01-01 05:08:00,30727.24,30746.06,30673.92,30678.45,67.07,0.0
2024-01-01 05:09:00,30678.45,30691.72,30620.95,30630.03,118.67,0.0
2024-01-01 05:10:00,30630.03,30691.96,30616.47,30682.65,64.22,0.0
2024-01-01 05:11:00,30682.65,30732.03,30680.35,30707.08,266.06,0.0
2024-01-01 05:12:00,30707.08,30764.23,30693.20,30749.02,188.58,0.0
2024-01-01 05:13:00,30749.02,30772.77,30686.53,30713.41,162.43,0.0
2024-01-01 05:14:00,30713.41,30752.38,30699.14,30742.74,87.72,0.0
2024-01-01 05:15:00,30742.74,30744.59,30693.58,30696.68,274.78,0.0
2024-01-01 05:16:00,30696.68,30711.82,30664.42,30669.60,111.94,0.0
2024-01-01 05:17:00,30669.60,30743.43,30656.42,30730.30,180.69,0.0
2024-01-01 05:18:00,30730.30,30767.71,30718.03,30759.22,134.59,0.0
2024-01-01 05:19:00,30759.22,30817.56,30735.54,30799.62,211.83,0.0
2024-01-01 05:20:00,30799.62,30844.21,30791.10,30823.85,230.93,0.0
2024-01-01 05:21:00,30823.85,30858.61,30796.66,30838.91,268.32,0.0
2024-01-01 05:22:00,30838.91,30843.15,30809.81,30820.31,291.92,0.0
2024-01-01 05:23:00,30820.31,30894.86,30808.55,30873.91,198.76,0.0
2024-01-01 05:24:00,30873.91,30924.82,30850.16,30913.52,253.30,0.0
2024-01-01 05:25:00,30913.52,30933.62,30883.28,30908.15,234.69,0.0
2024-01-01 05:26:00,30908.15,30927.53,30883.79,30896.50,140.46,0.0
2024-01-01 05:27:00,30896.50,30907.37,30853.75,30859.16,103.55,0.0
2024-01-01 05:28:00,30859.16,30917.17,30855.03,30910.38,69.29,0.0
2024-01-01 05:29:00,30910.38,30935.71,30899.89,30902.92,242.72,0.0
2024-01-01 05:30:00,30902.92,30953.73,30892.82,30952.59,241.58,0.0
2024-01-01 05:31:00,30952.59,30956.53,30877.21,30888.51,90.56,0.0
2024-01-01 05:32:00,30888.51,30953.60,30883.54,30929.33,159.42,0.0
2024-01-01 05:33:00,30929.33,30941.65,30856.25,30876.54,109.38,0.0
2024-01-01 05:34:00,30876.54,30899.00,30839.34,30852.81,183.50,0.0
2024-01-01 05:35:00,30852.81,30880.29,30828.55,30871.00,167.25,0.0
2024-01-01 05:36:00,30871.00,30925.78,30841.47,30897.36,165.42,0.0
2024-01-01 05:37:00,30897.36,30905.82,30859.68,30871.13,181.86,0.0
2024-01-01 05:38:00,30871.13,30973.85,30866.98,30949.81,112.50,0.0
2024-01-01 05:39:00,30949.81,30969.05,30914.59,30940.81,188.64,0.0
